Site,Parameter,Date,Year,Month,Day,Hour,AQI,RawConc,ConcUnit,Duration,QCName,AQICat,NowCastConc
Ho Chi Minh City,PM2.5 - Principal,26DEC16:08:00,2016,12,26,8,127,47,UG/M3,1 Hr,Valid,Unhealth,47
Ho Chi Minh City,PM2.5 - Principal,26DEC16:09:00,2016,12,26,9,127,39,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,26DEC16:10:00,2016,12,26,10,126,43,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,26DEC16:11:00,2016,12,26,11,124,49,UG/M3,1 Hr,Valid,Unhealth,46
Ho Chi Minh City,PM2.5 - Principal,26DEC16:12:00,2016,12,26,12,122,59,UG/M3,1 Hr,Valid,Unhealth,53
Ho Chi Minh City,PM2.5 - Principal,26DEC16:13:00,2016,12,26,13,120,68,UG/M3,1 Hr,Valid,Unhealth,60
Ho Chi Minh City,PM2.5 - Principal,26DEC16:14:00,2016,12,26,14,117,52,UG/M3,1 Hr,Valid,Unhealth,56
Ho Chi Minh City,PM2.5 - Principal,26DEC16:15:00,2016,12,26,15,114,37,UG/M3,1 Hr,Valid,Unhealth,47
Ho Chi Minh City,PM2.5 - Principal,26DEC16:16:00,2016,12,26,16,115,30,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,26DEC16:17:00,2016,12,26,17,118,35,UG/M3,1 Hr,Valid,Unhealth,37
Ho Chi Minh City,PM2.5 - Principal,26DEC16:18:00,2016,12,26,18,117,40,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,26DEC16:19:00,2016,12,26,19,121,42,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,26DEC16:20:00,2016,12,26,20,123,36,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,26DEC16:21:00,2016,12,26,21,128,23,UG/M3,1 Hr,Valid,Unhealth,31
Ho Chi Minh City,PM2.5 - Principal,26DEC16:22:00,2016,12,26,22,132,31,UG/M3,1 Hr,Valid,Unhealth,31
Ho Chi Minh City,PM2.5 - Principal,26DEC16:23:00,2016,12,26,23,134,26,UG/M3,1 Hr,Valid,Unhealth,28
Ho Chi Minh City,PM2.5 - Principal,27DEC16:00:00,2016,12,27,0,135,32,UG/M3,1 Hr,Valid,Unhealth,30
Ho Chi Minh City,PM2.5 - Principal,27DEC16:01:00,2016,12,27,1,136,33,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,27DEC16:02:00,2016,12,27,2,135,38,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,27DEC16:03:00,2016,12,27,3,135,43,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,27DEC16:04:00,2016,12,27,4,138,69,UG/M3,1 Hr,Valid,Unhealth,54
Ho Chi Minh City,PM2.5 - Principal,27DEC16:05:00,2016,12,27,5,141,58,UG/M3,1 Hr,Valid,Unhealth,56
Ho Chi Minh City,PM2.5 - Principal,27DEC16:06:00,2016,12,27,6,142,66,UG/M3,1 Hr,Valid,Unhealth,61
Ho Chi Minh City,PM2.5 - Principal,27DEC16:07:00,2016,12,27,7,142,71,UG/M3,1 Hr,Valid,Unhealth,66
Ho Chi Minh City,PM2.5 - Principal,27DEC16:08:00,2016,12,27,8,141,93,UG/M3,1 Hr,Valid,Unhealth,80
Ho Chi Minh City,PM2.5 - Principal,27DEC16:09:00,2016,12,27,9,141,80,UG/M3,1 Hr,Valid,Unhealth,80
Ho Chi Minh City,PM2.5 - Principal,27DEC16:10:00,2016,12,27,10,142,67,UG/M3,1 Hr,Valid,Unhealth,73
Ho Chi Minh City,PM2.5 - Principal,27DEC16:11:00,2016,12,27,11,143,58,UG/M3,1 Hr,Valid,Unhealth,66
Ho Chi Minh City,PM2.5 - Principal,27DEC16:12:00,2016,12,27,12,143,64,UG/M3,1 Hr,Valid,Unhealth,65
Ho Chi Minh City,PM2.5 - Principal,27DEC16:13:00,2016,12,27,13,144,61,UG/M3,1 Hr,Valid,Unhealth,63
Ho Chi Minh City,PM2.5 - Principal,27DEC16:14:00,2016,12,27,14,143,56,UG/M3,1 Hr,Valid,Unhealth,59
Ho Chi Minh City,PM2.5 - Principal,27DEC16:15:00,2016,12,27,15,143,59,UG/M3,1 Hr,Valid,Unhealth,60
Ho Chi Minh City,PM2.5 - Principal,27DEC16:16:00,2016,12,27,16,142,66,UG/M3,1 Hr,Valid,Unhealth,62
Ho Chi Minh City,PM2.5 - Principal,27DEC16:17:00,2016,12,27,17,138,44,UG/M3,1 Hr,Valid,Unhealth,53
Ho Chi Minh City,PM2.5 - Principal,27DEC16:18:00,2016,12,27,18,135,40,UG/M3,1 Hr,Valid,Unhealth,47
Ho Chi Minh City,PM2.5 - Principal,27DEC16:19:00,2016,12,27,19,134,32,UG/M3,1 Hr,Valid,Unhealth,39
Ho Chi Minh City,PM2.5 - Principal,27DEC16:20:00,2016,12,27,20,132,37,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,27DEC16:21:00,2016,12,27,21,128,33,UG/M3,1 Hr,Valid,Unhealth,36
Ho Chi Minh City,PM2.5 - Principal,27DEC16:22:00,2016,12,27,22,124,36,UG/M3,1 Hr,Valid,Unhealth,36
Ho Chi Minh City,PM2.5 - Principal,27DEC16:23:00,2016,12,27,23,121,30,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,28DEC16:00:00,2016,12,28,0,120,35,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,28DEC16:01:00,2016,12,28,1,119,25,UG/M3,1 Hr,Valid,Unhealth,29
Ho Chi Minh City,PM2.5 - Principal,28DEC16:02:00,2016,12,28,2,118,35,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,28DEC16:03:00,2016,12,28,3,116,33,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,28DEC16:04:00,2016,12,28,4,114,33,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,28DEC16:05:00,2016,12,28,5,111,35,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,28DEC16:06:00,2016,12,28,6,110,51,UG/M3,1 Hr,Valid,Unhealth,42
Ho Chi Minh City,PM2.5 - Principal,28DEC16:07:00,2016,12,28,7,110,53,UG/M3,1 Hr,Valid,Unhealth,48
Ho Chi Minh City,PM2.5 - Principal,28DEC16:08:00,2016,12,28,8,112,51,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,28DEC16:09:00,2016,12,28,9,113,37,UG/M3,1 Hr,Invalid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,28DEC16:10:00,2016,12,28,10,115,38,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,28DEC16:11:00,2016,12,28,11,116,47,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,28DEC16:12:00,2016,12,28,12,117,56,UG/M3,1 Hr,Valid,Unhealth,109
Ho Chi Minh City,PM2.5 - Principal,28DEC16:13:00,2016,12,28,13,117,49,UG/M3,1 Hr,Valid,Unhealth,79
Ho Chi Minh City,PM2.5 - Principal,28DEC16:14:00,2016,12,28,14,118,39,UG/M3,1 Hr,Valid,Unhealth,59
Ho Chi Minh City,PM2.5 - Principal,28DEC16:15:00,2016,12,28,15,117,38,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,28DEC16:16:00,2016,12,28,16,117,39,UG/M3,1 Hr,Valid,Unhealth,44
Ho Chi Minh City,PM2.5 - Principal,28DEC16:17:00,2016,12,28,17,116,37,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,28DEC16:18:00,2016,12,28,18,116,41,UG/M3,1 Hr,Valid,Unhealth,41
Ho Chi Minh City,PM2.5 - Principal,28DEC16:19:00,2016,12,28,19,114,50,UG/M3,1 Hr,Valid,Unhealth,45
Ho Chi Minh City,PM2.5 - Principal,28DEC16:20:00,2016,12,28,20,112,44,UG/M3,1 Hr,Valid,Unhealth,45
Ho Chi Minh City,PM2.5 - Principal,28DEC16:21:00,2016,12,28,21,111,50,UG/M3,1 Hr,Valid,Unhealth,46
Ho Chi Minh City,PM2.5 - Principal,28DEC16:22:00,2016,12,28,22,112,48,UG/M3,1 Hr,Valid,Unhealth,47
Ho Chi Minh City,PM2.5 - Principal,28DEC16:23:00,2016,12,28,23,112,41,UG/M3,1 Hr,Valid,Unhealth,45
Ho Chi Minh City,PM2.5 - Principal,29DEC16:00:00,2016,12,29,0,110,38,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,29DEC16:01:00,2016,12,29,1,107,28,UG/M3,1 Hr,Valid,Unhealth,36
Ho Chi Minh City,PM2.5 - Principal,29DEC16:02:00,2016,12,29,2,105,31,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,29DEC16:03:00,2016,12,29,3,103,30,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,29DEC16:04:00,2016,12,29,4,102,26,UG/M3,1 Hr,Valid,Unhealth,29
Ho Chi Minh City,PM2.5 - Principal,29DEC16:05:00,2016,12,29,5,100,28,UG/M3,1 Hr,Valid,Moderate,28
Ho Chi Minh City,PM2.5 - Principal,29DEC16:06:00,2016,12,29,6,99,34,UG/M3,1 Hr,Valid,Moderate,31
Ho Chi Minh City,PM2.5 - Principal,29DEC16:07:00,2016,12,29,7,98,37,UG/M3,1 Hr,Valid,Moderate,34
Ho Chi Minh City,PM2.5 - Principal,29DEC16:08:00,2016,12,29,8,97,44,UG/M3,1 Hr,Valid,Moderate,39
Ho Chi Minh City,PM2.5 - Principal,29DEC16:09:00,2016,12,29,9,95,46,UG/M3,1 Hr,Valid,Moderate,42
Ho Chi Minh City,PM2.5 - Principal,29DEC16:10:00,2016,12,29,10,93,35,UG/M3,1 Hr,Valid,Moderate,39
Ho Chi Minh City,PM2.5 - Principal,29DEC16:11:00,2016,12,29,11,92,29,UG/M3,1 Hr,Valid,Moderate,34
Ho Chi Minh City,PM2.5 - Principal,29DEC16:12:00,2016,12,29,12,90,30,UG/M3,1 Hr,Valid,Moderate,33
Ho Chi Minh City,PM2.5 - Principal,29DEC16:13:00,2016,12,29,13,89,26,UG/M3,1 Hr,Valid,Moderate,30
Ho Chi Minh City,PM2.5 - Principal,29DEC16:14:00,2016,12,29,14,88,24,UG/M3,1 Hr,Valid,Moderate,27
Ho Chi Minh City,PM2.5 - Principal,29DEC16:15:00,2016,12,29,15,87,24,UG/M3,1 Hr,Valid,Moderate,25
Ho Chi Minh City,PM2.5 - Principal,29DEC16:16:00,2016,12,29,16,87,27,UG/M3,1 Hr,Valid,Moderate,26
Ho Chi Minh City,PM2.5 - Principal,29DEC16:17:00,2016,12,29,17,88,28,UG/M3,1 Hr,Valid,Moderate,27
Ho Chi Minh City,PM2.5 - Principal,29DEC16:18:00,2016,12,29,18,89,32,UG/M3,1 Hr,Valid,Moderate,29
Ho Chi Minh City,PM2.5 - Principal,29DEC16:19:00,2016,12,29,19,89,32,UG/M3,1 Hr,Valid,Moderate,31
Ho Chi Minh City,PM2.5 - Principal,29DEC16:20:00,2016,12,29,20,88,30,UG/M3,1 Hr,Valid,Moderate,30
Ho Chi Minh City,PM2.5 - Principal,29DEC16:21:00,2016,12,29,21,89,29,UG/M3,1 Hr,Valid,Moderate,30
Ho Chi Minh City,PM2.5 - Principal,29DEC16:22:00,2016,12,29,22,90,32,UG/M3,1 Hr,Valid,Moderate,30
Ho Chi Minh City,PM2.5 - Principal,29DEC16:23:00,2016,12,29,23,91,20,UG/M3,1 Hr,Valid,Moderate,27
Ho Chi Minh City,PM2.5 - Principal,30DEC16:00:00,2016,12,30,0,92,22,UG/M3,1 Hr,Valid,Moderate,25
Ho Chi Minh City,PM2.5 - Principal,30DEC16:01:00,2016,12,30,1,91,15,UG/M3,1 Hr,Valid,Moderate,19
Ho Chi Minh City,PM2.5 - Principal,30DEC16:02:00,2016,12,30,2,91,23,UG/M3,1 Hr,Valid,Moderate,21
Ho Chi Minh City,PM2.5 - Principal,30DEC16:03:00,2016,12,30,3,91,33,UG/M3,1 Hr,Valid,Moderate,27
Ho Chi Minh City,PM2.5 - Principal,30DEC16:04:00,2016,12,30,4,90,33,UG/M3,1 Hr,Valid,Moderate,30
Ho Chi Minh City,PM2.5 - Principal,30DEC16:05:00,2016,12,30,5,90,39,UG/M3,1 Hr,Valid,Moderate,35
Ho Chi Minh City,PM2.5 - Principal,30DEC16:06:00,2016,12,30,6,90,32,UG/M3,1 Hr,Valid,Moderate,33
Ho Chi Minh City,PM2.5 - Principal,30DEC16:07:00,2016,12,30,7,89,31,UG/M3,1 Hr,Valid,Moderate,32
Ho Chi Minh City,PM2.5 - Principal,30DEC16:08:00,2016,12,30,8,89,59,UG/M3,1 Hr,Valid,Moderate,46
Ho Chi Minh City,PM2.5 - Principal,30DEC16:09:00,2016,12,30,9,89,52,UG/M3,1 Hr,Valid,Moderate,49
Ho Chi Minh City,PM2.5 - Principal,30DEC16:10:00,2016,12,30,10,89,44,UG/M3,1 Hr,Valid,Moderate,46
Ho Chi Minh City,PM2.5 - Principal,30DEC16:11:00,2016,12,30,11,89,37,UG/M3,1 Hr,Valid,Moderate,42
Ho Chi Minh City,PM2.5 - Principal,30DEC16:12:00,2016,12,30,12,89,25,UG/M3,1 Hr,Valid,Moderate,33
Ho Chi Minh City,PM2.5 - Principal,30DEC16:13:00,2016,12,30,13,89,22,UG/M3,1 Hr,Valid,Moderate,28
Ho Chi Minh City,PM2.5 - Principal,30DEC16:14:00,2016,12,30,14,90,22,UG/M3,1 Hr,Valid,Moderate,25
Ho Chi Minh City,PM2.5 - Principal,30DEC16:15:00,2016,12,30,15,89,17,UG/M3,1 Hr,Valid,Moderate,21
Ho Chi Minh City,PM2.5 - Principal,30DEC16:16:00,2016,12,30,16,89,24,UG/M3,1 Hr,Valid,Moderate,22
Ho Chi Minh City,PM2.5 - Principal,30DEC16:17:00,2016,12,30,17,89,27,UG/M3,1 Hr,Valid,Moderate,25
Ho Chi Minh City,PM2.5 - Principal,30DEC16:18:00,2016,12,30,18,87,29,UG/M3,1 Hr,Valid,Moderate,27
Ho Chi Minh City,PM2.5 - Principal,30DEC16:19:00,2016,12,30,19,88,30,UG/M3,1 Hr,Valid,Moderate,28
Ho Chi Minh City,PM2.5 - Principal,30DEC16:20:00,2016,12,30,20,89,30,UG/M3,1 Hr,Valid,Moderate,29
Ho Chi Minh City,PM2.5 - Principal,30DEC16:21:00,2016,12,30,21,88,32,UG/M3,1 Hr,Valid,Moderate,31
Ho Chi Minh City,PM2.5 - Principal,30DEC16:22:00,2016,12,30,22,87,28,UG/M3,1 Hr,Valid,Moderate,29
Ho Chi Minh City,PM2.5 - Principal,30DEC16:23:00,2016,12,30,23,88,24,UG/M3,1 Hr,Valid,Moderate,27
Ho Chi Minh City,PM2.5 - Principal,31DEC16:00:00,2016,12,31,0,90,23,UG/M3,1 Hr,Valid,Moderate,25
