date,_pm25,_pm10,_o3,_no2,_so2,_co,year,month,day,dayofyear,refperiod,lnpm25,city
2021-03-27,54,18,31,10,,,2021,3,27,27MAR,0,3.9889840466,Paris
2021-03-28,31,30.174418605,21.035294118,25,,,2021,3,28,28MAR,0,3.4339872045,Paris
2021-02-02,46,17,22,26,,,2021,2,2,02FEB,0,3.8286413965,Paris
2021-02-03,45,17,27,25,,,2021,2,3,03FEB,0,3.8066624898,Paris
2021-02-04,34,29,19,28,,,2021,2,4,04FEB,0,3.5263605246,Paris
2021-02-05,47,39,21,36,,,2021,2,5,05FEB,0,3.8501476017,Paris
2021-02-06,66,20,17,32,,,2021,2,6,06FEB,0,4.189654742,Paris
2021-02-07,57,15,18,12,,,2021,2,7,07FEB,0,4.0430512678,Paris
2021-02-08,56,41,15,20,,,2021,2,8,08FEB,0,4.0253516907,Paris
2021-02-09,96,39,11,22,,,2021,2,9,09FEB,0,4.5643481915,Paris
2021-02-10,98,33,17,21,,,2021,2,10,10FEB,0,4.5849674787,Paris
2021-02-11,84,40,21,30,,,2021,2,11,11FEB,0,4.4308167988,Paris
2021-02-12,98,37,23,34,,,2021,2,12,12FEB,0,4.5849674787,Paris
2021-02-13,64,25,25,30,,,2021,2,13,13FEB,0,4.1588830834,Paris
2021-02-14,59,22,23,19,,,2021,2,14,14FEB,0,4.0775374439,Paris
2021-02-15,64,33,12,26,,,2021,2,15,15FEB,0,4.1588830834,Paris
2021-02-16,61,21,24,20,,,2021,2,16,16FEB,0,4.1108738642,Paris
2021-02-17,50,29,22,31,,,2021,2,17,17FEB,0,3.9120230054,Paris
2021-02-18,53,29,23,35,,,2021,2,18,18FEB,0,3.9702919136,Paris
2021-02-19,49,30,16,36,,,2021,2,19,19FEB,0,3.8918202981,Paris
2021-02-20,55,36,26,28,,,2021,2,20,20FEB,0,4.0073331852,Paris
2021-02-21,55,16,28,13,,,2021,2,21,21FEB,0,4.0073331852,Paris
2021-02-22,39,44,20,27,,,2021,2,22,22FEB,0,3.6635616461,Paris
2021-02-23,68,35,22,12,,,2021,2,23,23FEB,0,4.2195077052,Paris
2021-02-24,63,54,21,18,,,2021,2,24,24FEB,0,4.1431347264,Paris
2021-02-25,77,54,28,18,,,2021,2,25,25FEB,0,4.3438054219,Paris
2021-02-26,78,18,27,15,,,2021,2,26,26FEB,0,4.3567088267,Paris
2021-02-27,49,20,27,23,,,2021,2,27,27FEB,0,3.8918202981,Paris
2021-02-28,56,32,24,20,,,2021,2,28,28FEB,0,4.0253516907,Paris
2021-03-01,79,39,22,32,,,2021,3,1,01MAR,0,4.3694478525,Paris
2021-01-05,76,35,1,23,,,2021,1,5,05JAN,0,4.3307333403,Paris
2021-01-06,86,39,21.035294118,24,,,2021,1,6,06JAN,0,4.4543472963,Paris
2021-01-07,90,38,8,30,,,2021,1,7,07JAN,0,4.4998096703,Paris
2021-01-08,77,40,8,36,,,2021,1,8,08JAN,0,4.3438054219,Paris
2021-01-09,68,42,5,32,,,2021,1,9,09JAN,0,4.2195077052,Paris
2021-01-10,90,40,10,32,,,2021,1,10,10JAN,0,4.4998096703,Paris
2021-01-11,85,46,13,34,,,2021,1,11,11JAN,0,4.4426512565,Paris
2021-01-12,91,18,18,26,3,,2021,1,12,12JAN,0,4.5108595065,Paris
2021-01-13,47,18,25,33,,,2021,1,13,13JAN,0,3.8501476017,Paris
2021-01-14,49,14,25,24,,,2021,1,14,14JAN,0,3.8918202981,Paris
2021-01-15,33,44,13,25,,,2021,1,15,15JAN,0,3.4965075615,Paris
2021-01-16,70,29,8,25,,,2021,1,16,16JAN,0,4.248495242,Paris
2021-01-17,72,24,20,33,,,2021,1,17,17JAN,0,4.276666119,Paris
2021-01-18,57,36,19,35,,,2021,1,18,18JAN,0,4.0430512678,Paris
2021-01-19,57,22,22,23,,,2021,1,19,19JAN,0,4.0430512678,Paris
2021-01-20,43,26,27,24,,,2021,1,20,20JAN,0,3.7612001157,Paris
2021-01-21,43,19,30,23,,,2021,1,21,21JAN,0,3.7612001157,Paris
2021-01-22,30,19,26,34,,,2021,1,22,22JAN,0,3.4011973817,Paris
2021-01-23,43,9,20,23,,,2021,1,23,23JAN,0,3.7612001157,Paris
2021-01-24,48,19,26,28,,,2021,1,24,24JAN,0,3.8712010109,Paris
2021-01-25,59,17,25,32,,,2021,1,25,25JAN,0,4.0775374439,Paris
2021-01-26,41,30,17,32,,,2021,1,26,26JAN,0,3.7135720667,Paris
2021-01-27,58,26,17,30,,,2021,1,27,27JAN,0,4.0604430105,Paris
2021-01-28,62,9,20,22,,,2021,1,28,28JAN,0,4.127134385,Paris
2021-01-29,40,22,26,21,,,2021,1,29,29JAN,0,3.6888794541,Paris
2021-01-30,43,26,21,33,,,2021,1,30,30JAN,0,3.7612001157,Paris
2021-01-31,44,21,15,28,,,2021,1,31,31JAN,0,3.7841896339,Paris
2021-02-01,59,10,21,30,,,2021,2,1,01FEB,0,4.0775374439,Paris
2021-01-01,61,39,10,31,,,2021,1,1,01JAN,0,4.1108738642,Paris
2021-01-02,94,50,2,35,1,,2021,1,2,02JAN,0,4.5432947823,Paris
2021-01-03,125,44,3,26,,,2021,1,3,03JAN,0,4.8283137373,Paris
2021-01-04,109,34,5,22,,,2021,1,4,04JAN,0,4.6913478822,Paris
